id,name,originalAmountStaked,stakeTime
c1041dbf7706e39d04d7023413d360b8f52549c91791187d53eb0ac0bd944aef,ergopad Stake Key,101010.99,2022-02-28 19:54:48.695143
302b71530629d9878e25cc67d03cae90e1dfdd748e6f5ab9c9450434e181c916,ergopad Stake Key,101010.0,2022-02-28 00:30:43.150878
2e1e9bf0324f911400e10263c9d68f50df285589bba95ce9a6e5a202c80901c3,ergopad Stake Key,100954.81,2022-02-28 00:26:08.697406
29b6c5ac4dd460a2840a9e7a97b408a05a42deb09d17d4d7936bbc7e07f650d5,ergopad Stake Key,100500.0,2022-02-28 03:45:34.609556
243ee82a037aefc81945bddf31dab70224baa55d74ff80009f189672d9d6f651,ergopad Stake Key,100346.74,2022-02-28 05:51:08.112189
2523eed4e2200f48891102e700656eef0aa00fa84d84d8f58837df7fcd058825,ergopad Stake Key,100136.66,2022-02-28 12:18:06.173486
f2ef7f9c0cd68acf7e8da9cd8a8f97cf49d2a9f27f9a3d46c68f3475d5f6ef7c,ergopad Stake Key,100056.07,2022-03-10 07:26:03.364115
92c2b2b4a86fb1bf2b7c3764be04cb8bb96ae2d78829336a8380d555aee9b782,ergopad Stake Key,100038.0,2022-02-28 09:18:18.126599
08be57ec7eb8d7bfa083202f774c6583e5fa97f93ce5b5de4fb00ba7fcbf97b1,ergopad Stake Key,100022.51,2022-02-28 07:42:16.206486
c8e5c35cd3b1ae678620f6b782954427eb77fd80a0402ccd0ff416348b9fc476,ergopad Stake Key,100010.66,2022-02-28 03:34:02.829849
a62d6d2f9cec9d002650a8b4a8b3dfcd8a97fcf1b8cb9e92719954fcb77d242f,ergopad Stake Key,100010.0,2022-02-27 22:20:59.426067
c64627160aec877b43e5f973c497a3cf7510fd87d869ebb0266a096cd8523c06,ergopad Stake Key,100010.0,2022-02-28 18:46:26.795045
a5384ed0b002cbc33cb4989de1e87414058c3eab39b144e0ce6b70a1cbf66443,ergopad Stake Key,100000.0,2022-02-28 01:54:43.994449
03b2dc846bf476fc4bb8dce809a0d69384e4c1ce075737cb1b7c1bbcac73a072,ergopad Stake Key,100000.0,2022-03-10 16:19:27.338688
fe71b9a67fd93f6facce3ed75c195f079606afe75983d8608de3435ff5610a72,ergopad Stake Key,98588.05,2022-03-14 00:23:45.954277
5afa0cd5b6c2890096ba5054d3616f3222e6eb6f3536e5cd1d03613849cb0953,ergopad Stake Key,93464.09,2022-03-21 01:21:43.580455
09e185e158ecf08debe4512a8f4b31ab022fc5e5e8b1d314a69d3b6085587bb9,ergopad Stake Key,88111.0,2022-03-02 09:32:56.391731
91fc53908a7bfb4aad299494b5180ddec3586bfd721c91f25b8bc3bfaec5634b,ergopad Stake Key,84888.66,2022-02-28 13:51:29.953813
f013ae934e8297c40c79d1863601dccda70a1fc5e5ba46db5899fdb5806bc554,ergopad Stake Key,84354.93,2022-02-28 09:27:06.937969
ffbae852fd2c39a9f0d38e6383669914536354e16a38ddbda1578b053c1fa768,ergopad Stake Key,83333.32,2022-02-28 02:32:28.982894
7bfb577f06603c4d39760d80185656fce3ed668b49449bdd914953c629db3f02,ergopad Stake Key,83333.32,2022-02-28 09:10:29.899453
34ffe594ecd795e09803e59d6ebc2511420e7f88973d2417461db9d7f6340d54,ergopad Stake Key,83333.32,2022-02-27 23:55:29.654249
c1e732f9620681377ba446b33ec42e6d8b85a1719dba40e2f9a283ae14d9ef9b,ergopad Stake Key,83333.32,2022-02-28 13:37:12.533857
b4c19073442d97b6bbba30a76bce469888a786c6fd3111479ab74a9e52bbccbb,ergopad Stake Key,78500.0,2022-02-28 09:30:39.627415
69bd5831a6d82e4d110772a8754878b31105b88876711bd13b89c5b43c88665c,ergopad Stake Key,78147.32,2022-02-28 00:06:28.298741
d625e87cfd2187fbf15f605990952a77c8563202862b6c7f322f59b93b8c634c,ergopad Stake Key,77822.64,2022-02-28 04:56:44.054981
c41175ca6ccd5c1657b6817fd90e20f401166fad22278b433d7acbff08a9ceb0,ergopad Stake Key,77609.98,2022-03-02 12:34:00.600720
2bbf1f680bea4cb71ef5c01acf9b03db49bb24b1c2621f6426a77b76e774808b,ergopad Stake Key,77014.08,2022-03-14 16:21:30.371890
9789b6a985fe76458c00b49224427704b6e8733702854977c4232cdc86389139,ergopad Stake Key,75249.48,2022-02-28 02:20:18.178574
b7f22b0e1dbb4c3433ebf49969b27d907cb45f269036f3783205f79a59408e4f,ergopad Stake Key,75233.24,2022-02-28 09:22:42.374749
4118d629f71f36cd396b400295d5cef8210f8b2a3996d6e791dc50c3bdd23253,ergopad Stake Key,75000.0,2022-03-14 06:16:53.907379
7642f926a9762e2b57ce3efdcc4360da5bac86f43bdb615281c6fd8bad651a05,ergopad Stake Key,70182.57,2022-02-27 22:15:19.193271
a8f0f3664e63fd3f5eff0f945e1c5828800e3e354c1dd77499d55904c25d192f,ergopad Stake Key,69999.98,2022-02-27 23:40:48.388935
63bd7440d41133237bec998da205e6d3e4d32c8e4c92229913931bdb183b4a7f,ergopad Stake Key,68509.06,2022-02-27 22:42:09.205202
bb77192d71c347a0500e26fcb5a67f460dc98b267cf3e2a46622c704ed904522,ergopad Stake Key,67650.0,2022-02-28 11:51:42.458320
6ca29ba28bf0ea5eca56e79d76d41b1ea350fe7b2c6cff185f9c42fc9b73e72e,ergopad Stake Key,67137.32,2022-02-28 05:11:40.836418
b26043203b9f3861eee9a8de3cfcda90674f854c78f09ccc75ed3301ecefbe95,ergopad Stake Key,67000.0,2022-02-28 23:36:29.008315
829dab7b3134be563f693a74027558ded1f076388049e58bb71dc65e90b8a357,ergopad Stake Key,60606.0,2022-02-28 09:28:09.801836
e536420d28c54ee184ae4f51b655f7c7099b6680bf0c2dca250bd2e0a0ef6344,ergopad Stake Key,60075.17,2022-03-01 00:44:51.876548
6abc9b7d6fdd6ee587f9620fdc58c627faa038e63b42006ff99f04dabd8a45b2,ergopad Stake Key,60000.0,2022-02-28 10:45:41.847520
1b7f56c3e101a4e625305375ac0483340d2302ef863aea2468c249a5bf50e71d,ergopad Stake Key,59223.98,2022-02-28 04:17:04.169072
064a0e0478ef923bb5f394dfaf5aae310c92c43fa32e811f0e3cf6217f2ecd92,ergopad Stake Key,58142.41,2022-02-28 05:21:07.951659
5601c967e4f1ee2c4089d843744f6614e5297058ae60f3a36dac9e503e022ffe,ergopad Stake Key,55745.41,2022-02-28 06:56:28.311989
9aa17185a305413a766126f6ef28ca29e7c693d4cbc1cbcb6739d6a5c09efdcf,ergopad Stake Key,55356.32,2022-02-28 04:40:56.766820
955af1ebb178128ced35c773e3f72c21e130c7ff7e892d0ea27e89aea9fddfb9,ergopad Stake Key,50610.66,2022-02-28 03:41:57.686787
1f1db17e768ca3be95f9a42b7fd88d8057c18c4901f4908113d89c2fb8db6b75,ergopad Stake Key,50505.0,2022-02-27 22:26:13.254716
e55fdb23952b930935fa3c9d05df7eabeace7becc864e3871b9bc8f4af544cc5,ergopad Stake Key,50505.0,2022-02-27 23:42:04.789947
ca260dd6fc1baf97d4f5c5c6e10034ad9e9088c731775f5f1d50708d38556933,ergopad Stake Key,50198.63,2022-02-28 00:00:12.698308
cd3262f1c1106ed855784d401380da335ecc643f4f6f9ea81ae6afa170f2085c,ergopad Stake Key,50127.25,2022-02-28 02:13:56.713437
921be0523339866ffe62cdac60b1abf1bf18e25f04c015711d609ada6a2fac49,ergopad Stake Key,50109.94,2022-02-27 21:58:35.984177
51b9e7d16cee1ecc64e9f8448ea175371f9c1d1941519cf516190b43a91f4aa0,ergopad Stake Key,50100.0,2022-02-27 23:29:30.660627
bf085d1b42c7331f243cda4be1d05fa7046a2f5c0a7a2e1ec7dc41d3cb40206f,ergopad Stake Key,50060.0,2022-02-28 04:48:29.516641
dc3f1f5c22c049885cb6825285b02fdeb7c2e1cd3ce0b3ac4943bfbc25e75bc0,ergopad Stake Key,50001.0,2022-02-28 02:48:15.720183
bae39ac195c298250847bdbe500d41e669fd26578862c0807d8a6ff932cfb0fb,ergopad Stake Key,50000.0,2022-03-04 07:13:12.852924
2ea76de30ecf47cf911a39876f42231b86d992e6c19446416fd076f4445ecc77,ergopad Stake Key,50000.0,2022-02-28 11:06:13.343335
03edce183eaf7ef9cb52ad9fe20be4fc92570d1562a128f25b1ce39787c9afd5,ergopad Stake Key,50000.0,2022-02-28 01:06:21.874019
a086ec4a68fbbc1ff45f2f569ed0c1f0cf38e553d29f3084747e8e1a4d8b46fe,ergopad Stake Key,50000.0,2022-03-10 20:04:51.312197
6c79247d222086d3f02230020df11dc7364ee2d1f528dddcac2809fa720fd193,ergopad Stake Key,50000.0,2022-03-03 03:29:33.271697
b7ff3706d85a7b70b89ed4462c6e66c690e3bf9a98784d5e5e498939405ae107,ergopad Stake Key,50000.0,2022-02-28 10:03:14.595462
731fae4b2bebb42da943a42ae93828bf432bf589bc11519b8398ad16856cbfc8,ergopad Stake Key,49525.5,2022-03-19 23:50:19.814415
9a4b5abd81e04b30d7a921106fb7635ea4cc4a6241985e73a5754bc7dd9409db,ergopad Stake Key,47640.03,2022-03-09 01:42:09.169467
ec7a64d0ed7ef27f0b0ceadeca39be4be21e718842f3d905b264ac4dd322927b,ergopad Stake Key,45454.44,2022-02-28 01:15:51.137162
64c1be8f1978fd76153b718d3b5b4a57ce6962cacb7e8d8489130faaf7df117d,ergopad Stake Key,44408.66,2022-03-02 00:51:40.006446
40eec0590bf06b1f1a76b642cd96e2e4461c0fbb2efff436cecd27e4ebd6d1d0,ergopad Stake Key,44399.32,2022-02-28 13:57:34.452774
91ea5364f5ec45ec74d35b87fb73c79727caa32b505bdc051a1b11e97bbf5054,ergopad Stake Key,44392.0,2022-02-28 15:50:45.501052
63161f8b8abee83953b1feabd19babc36b5d06ca608dc3cdae95a659eb4903f6,ergopad Stake Key,44055.66,2022-03-03 13:47:01.678555
28c2ed5eac679d6ce15264d3dc53a525124b3495cc02d0ac2e1e4215673e3093,ergopad Stake Key,43779.06,2022-02-28 07:24:19.138220
a22113b6beb75fee014055644f3223ba6274f7b5b7136f182d3537a41f23f3d3,ergopad Stake Key,41359.36,2022-03-06 20:20:04.046016
f469f4b9b1a8f986115d271428ca96cb7f28ecc675066786cdd3b76f713518bd,ergopad Stake Key,40309.0,2022-02-27 22:32:54.821119
dde4b4db0342aa201f6cc7aa6a4dacef42414b7fb97c711f1ca14fcb1df9a86e,ergopad Stake Key,40000.0,2022-03-08 20:53:51.873949
4ccd0bda555c6576ba74a3b569de1e01b1f6182add6be1faa1aa2a3cb368cbf6,ergopad Stake Key,40000.0,2022-02-28 01:52:53.022715
28e16fb155351f0a1adc7f04bd9b2f6f9dee9ff16b9d25949ba527938223ce76,ergopad Stake Key,39777.32,2022-02-28 08:36:13.565371
e4a3e1bda55598e1a8b6c5c668346659f4bc0f9953abb390f91eea81f874a51d,ergopad Stake Key,37400.0,2022-03-01 00:14:06.173747
ccd5e37954cbc74dc3d67c6c825b6633dd722e86d750a26d136814a724473df6,ergopad Stake Key,36666.66,2022-02-28 03:16:16.113397
8a75638ec34cbd99df07df3e36dab3d41eb0d7b7e7ec744d9255be81fdff5f25,ergopad Stake Key,36384.66,2022-02-28 00:21:02.217632
d738249e34f56aace92bdab002a0f84c12657231a58fa1428a398d066fe87263,ergopad Stake Key,36362.0,2022-02-28 08:52:29.926047
4f206f035ea03bbee3c74a41566722462480c64c3c5d85bbe2d1480ce7ee9270,ergopad Stake Key,35481.32,2022-02-28 03:15:39.039942
8e1431dec1235ee69d7cbdefef989b616300529642ec9153309147cf079a9dd3,ergopad Stake Key,34998.64,2022-03-03 08:19:26.588851
29b58bb5ceb15c6ced15e0d837cd24d59620f8bd2de1eb119bb2663913243207,ergopad Stake Key,34446.0,2022-03-22 13:09:51.831620
f64c20edc72948c17d7faf99804d3f89d44b29374a7b347fc35cab60552e9f65,ergopad Stake Key,34226.66,2022-02-28 00:16:59.624203
2dbf08ebf9b02fd7fc53fd471a248ad99bb2fa552035eb712d39928e2a69d752,ergopad Stake Key,33794.0,2022-03-01 04:18:49.505798
e63427671ab6a7a3c7f781b8a5658c774fb1e14b68738fadeb0ddc784f1e46ef,ergopad Stake Key,33666.66,2022-03-01 08:00:51.245092
d557d9e89392ad87a3b28e1bb5e79932a3bc3a4d4f1ce01ab3cd65b6c2ce98e3,ergopad Stake Key,33666.64,2022-03-01 13:15:29.116608
6d5caf64b2c2d9b201560db6837eeb1ca22906eb7c2df307f075ac0adbe91bf3,ergopad Stake Key,33643.96,2022-03-01 12:49:26.436462
708b05e0bca293b96fba2bf29ae7869201bddfbcde26cbf4c63e42d694905164,ergopad Stake Key,33575.47,2022-02-28 19:23:32.598647
66d26f1558eec8c96dd6f75e4557965d44955f455648e793a4ced04f505c4410,ergopad Stake Key,33333.32,2022-02-28 07:50:35.441599
d9322d60c3958023ea0cf7ca551602aaa6f04685c75670608c858796d0f38893,ergopad Stake Key,33333.32,2022-02-28 15:34:09.590375
e7a9f2c3a9e1a2c9624b9aefa917773d02cb7116395cabcf864b8bb5d1e04be1,ergopad Stake Key,33330.66,2022-02-28 03:50:33.343400
19b42fc8bee28e6f23e322466e5f695b4a6f272b15c1e7807ad2372e004bf7b7,ergopad Stake Key,33322.66,2022-03-02 01:32:57.785705
051da8cffd866090583cad57b0bb1d8d7bb8d57922af8b5c7fbf71f5154ef080,ergopad Stake Key,33197.99,2022-03-08 19:08:04.498177
2264ce716af3d684ca21157d33d3562960ed4fd0c5c7236867a96c12c01c26ae,ergopad Stake Key,32606.07,2022-03-03 01:51:49.445039
36b38082709b64bd2a3b346c74498511cb43de404e09bc2183ed585f88166238,ergopad Stake Key,32252.27,2022-03-08 23:18:14.790171
521194d41229fca7826ff026770d149c6b042124e7ce29afc153c384e2283535,ergopad Stake Key,32222.0,2022-03-01 03:06:03.686734
9e8674987b9c4897f328e4528a2d021359eae3f941e3c3e64a20ed7259fd9ad6,ergopad Stake Key,32210.99,2022-03-01 16:29:15.883137
6a0523f5430d6c6299e0bf47798360c151374a35e48db18aaf5649c702e0c028,ergopad Stake Key,30971.74,2022-02-28 12:13:13.339774
68065815698651c98a4b2370a3bc4336f96cc479bf3e71a4dd1c2172143e0018,ergopad Stake Key,30961.61,2022-03-09 00:38:11.591220
a7c577c16ff137b2c1a9be3bc3fde77d77030cdddf9b48b72836f6fc4e4e3763,ergopad Stake Key,30852.17,2022-03-03 18:08:38.961066
9762f43f9fefc6dde242e89b24b493fd556d7d4712e745609e7173497721013d,ergopad Stake Key,30657.2,2022-03-02 08:18:39.345162
d3618d21f52d53a0a286005f50c6c8f6811c8c14ebdd7bb2ce4ba356b20b808e,ergopad Stake Key,30643.13,2022-03-03 04:08:01.521612
8af8372e7325f4372ab3c7860851f696e3242672403a0c424079be70d668e836,ergopad Stake Key,29998.13,2022-03-02 17:40:58.964657
f7585823cf78ead67351475f25d42d28facf7801236ff2d9fd24f7376c5096f2,ergopad Stake Key,29740.15,2022-03-13 08:14:20.128840
36c70ba36caf39032506332731f18b2065323f7a206ed55eba592d5b762a0f14,ergopad Stake Key,29698.89,2022-03-01 01:14:26.804196
974dac986e9f4327e79bf861922cd4abf2205ce163deb9b073f88e42886d2d9d,ergopad Stake Key,29091.64,2022-02-28 06:10:23.308655
73506fc9d0af182fe7d80768a8cda688f54213b72cd45829dd29778d166d7698,ergopad Stake Key,28158.0,2022-03-15 03:23:52.318665
8dfd033dde55fd1f1331d7dbdcfb4455691378272dca3df607f8e08ceb85d1b1,ergopad Stake Key,28099.18,2022-03-18 17:44:06.825048
5851b6d2a61ba32f7c448aabfb8f7ebf080d1c9e43fde4e5ff99f6666aea39b1,ergopad Stake Key,27529.98,2022-02-28 00:57:12.840009
3200149c5e2145fcbeadb382ffcd6328ef316d381669d6a2c31848c9b08196af,ergopad Stake Key,27416.48,2022-02-28 17:23:42.768678
d85ea20f116c1d7a48c413c4dc7a105055314e28cf805884d61c338e4bfd5265,ergopad Stake Key,27279.99,2022-03-05 21:21:02.952862
2086ad6d009a75673c64a5ed6a10895baab9005efdacbabd0266009da441e8d0,ergopad Stake Key,27234.84,2022-02-28 02:36:07.616841
34cad78989af0cb0454cef93eeb9f5c180bb66c88c5f3af0643d76cfd97f3846,ergopad Stake Key,26667.22,2022-02-28 04:46:41.659286
21cb432dc3f452b9fb1f391eebfc3f4fb92f7e73571048e62924317def991bde,ergopad Stake Key,26618.0,2022-02-28 07:06:09.221062
5684b7791de2d09955e8741ed585dfd5776a33397f44847a1155f28455b9d3ad,ergopad Stake Key,26300.0,2022-03-01 05:12:25.064450
af0e726763156a7e1b0328899432b8c10e8e99130c6983c4678e31de7ba7ed7c,ergopad Stake Key,26235.42,2022-03-02 16:11:08.989786
fdd7f50e98fa7748849f680f30f0481c8d6535b62e339eefd07ae15c9ebb5d0e,ergopad Stake Key,26227.95,2022-03-02 18:42:13.111021
350c07149eff8d8a76627ecc426a9127bd3dd88f4d9beab6267137a5c2118e3d,ergopad Stake Key,26156.39,2022-02-27 21:45:07.440741
70fea2db95debf91da14ece808ad976c60e74d3c8ce414e1942b6e8b260a3244,ergopad Stake Key,25991.73,2022-03-05 16:52:17.972364
1c5ec6d92b0712e12013ae911299a86bf633f28aa983839b149d2d96893bd2ae,ergopad Stake Key,25844.64,2022-02-28 10:40:56.105637
62e868d4ee2d1a92fb11284a109f81f1bcfeb5a0b8fa7f46fa60a089f120a23f,ergopad Stake Key,25769.63,2022-03-02 09:44:45.587921
bb83bb1f6d6346b0ff951da83d58db4ccadc5697e8a6f95d9a51659554f005f0,ergopad Stake Key,25685.38,2022-02-27 21:47:39.388933
8731653dfcad49af6355f16a5332c02acecbdacc32e86ef149bf5d5e9a4e45c2,ergopad Stake Key,25638.7,2022-03-04 21:22:18.024438
2f5727a6846ac17ea2d88b4eea184340a6cc6d8706b640d1863030796f66ef76,ergopad Stake Key,25500.0,2022-02-27 23:07:46.360647
b41c452c2ed8702c9a62aeaa3d448376cf034cc25463e1995ed3e210300661f8,ergopad Stake Key,25491.8,2022-03-02 07:05:17.679085
eac144b8274496f0c8c596ffb503ca0bd4cc281e628059a5a6e29c59438dffe7,ergopad Stake Key,25483.0,2022-03-04 22:45:19.609047
f146bc14d630f4925bc488220db8c7612bbc81db64633674a0efbc86d4ca98c9,ergopad Stake Key,25451.32,2022-02-28 00:29:24.708211
8de18256bcd9026c101eeeed52fd7e5c056036290acc97abb842a077b69ac697,ergopad Stake Key,25418.13,2022-02-28 02:54:57.959378
607942667b288f5095dd97079af9ccf169398eb4764c4e5ec9a7cff34845545c,ergopad Stake Key,25393.51,2022-02-28 08:44:40.042849
406ed83e6e382c6e0e25e4c595ac9a0f4caa234ae4f253d17d6f5f87b2596042,ergopad Stake Key,25381.23,2022-02-28 08:49:23.171748
d2e80fe54873dd7608e6907571c1b7a9636992bb145709a87be9f3a09f0b40a3,ergopad Stake Key,25375.0,2022-02-28 18:52:47.843689
365187b59b68697ac1fcd38baffc494c71befcac9ffc80757334e9ddca9ae2d4,ergopad Stake Key,25270.01,2022-02-28 12:26:08.522813
2ccd7127256de710493b2756eae576514257872179df3a34a4b9d78abbde3c04,ergopad Stake Key,25245.0,2022-02-28 09:25:34.560622
047f640ae02e7e5480a4fd8f0e71bae4d84ea24c767785aa3093aabf665ce939,ergopad Stake Key,25180.53,2022-02-28 00:55:41.945776
803b65ff816690c5af17a7c9684db6849efad3c956fcb1a86c8eddba49b1e999,ergopad Stake Key,25143.47,2022-03-11 12:30:42.608317
f7a89be8575c172237b2e5381f92de0dcd1df9e702ac575922356b8b6dcfc9eb,ergopad Stake Key,25128.53,2022-02-28 00:38:19.791246
b46eedc9a43974358ac6026bf0fb61935867ec8667e6df19b63fccd969d4cb41,ergopad Stake Key,25098.13,2022-02-27 23:24:27.360381
2c70046b655cb4e7f8bb3fc42dbbc839d513f1243f96f0dcd3106d7079a1aeb1,ergopad Stake Key,25074.35,2022-02-28 13:58:27.824874
942bb7479dc266dbed7d756675a3394cfc0d24fbef74aa851a14da130a7ba7b4,ergopad Stake Key,25041.37,2022-02-28 15:55:16.512445
3e14294f68e5407e7004d3e12b5a9d97a42349b97bd1724e2e21a3cbff05e345,ergopad Stake Key,25026.51,2022-02-28 04:59:36.555923
f26af2449e399cb41d77393ff7431889c45bcf44252ebc8d5340d1df3fafb853,ergopad Stake Key,25025.18,2022-02-28 00:28:39.733050
163b0ee597e0074c2f37026c3b5bc4e52f8b6aff89b1ec8e2a2beca571686bc2,ergopad Stake Key,25014.83,2022-03-05 00:17:32.620408
e0920fa9b2a2fcebc63019cf09025ca69ddfbfe482c7bc070f6670e353cfe522,ergopad Stake Key,25011.14,2022-02-28 00:24:33.470620
41cf6f7fca09ad3c67426093074d74f9728a9e4d3a6ec7fa4d9a00277da85434,ergopad Stake Key,25009.52,2022-02-28 00:25:07.384402
71d08951773b9c8fa746850f315bb6f96176ffffa52faca0c4d40b8844fa821f,ergopad Stake Key,25004.9,2022-02-28 04:52:35.891959
05bf728018df4dfadefccc3c72a191105fbcb1d3347dc2161597e40586de4c00,ergopad Stake Key,25001.0,2022-02-27 23:04:41.925473
ee38e92782d36b373502ef8ca99ee2acae3e08aad9df1f8e965d06203e039a8f,ergopad Stake Key,25001.0,2022-02-28 02:01:37.872395
