Installs by language
Date,Arabic,Bulgarian,Catalan,Chinese (China),Chinese (Taiwan),Croatian,Czech,Danish,Dutch,English,English (United Kingdom),English (United States),Estonian,Finnish,French,German,Greek,Hebrew,Hungarian,Indonesian,Italian,Japanese,Korean,Latvian,Lithuanian,Norwegian,Persian,Polish,Portuguese (Brazil),Portuguese (Portugal),Romanian,Russian,Serbian,Slovak,Slovenian,Spanish,Swedish,Thai,Turkish,Ukrainian,Vietnamese,en-ca,fr-ca
4/19/22,0,0,0,1,0,0,0,0,1,0,11,26,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,1,0,1,0,0,0,3,0,0,2,0,0,0,0
4/20/22,0,0,0,1,0,0,0,0,0,0,4,13,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0
4/21/22,0,0,0,0,0,0,0,0,0,0,6,23,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
4/22/22,1,1,0,0,0,0,0,0,1,0,10,35,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,3,0,0,1,1,1,0,0,0,0,0,0
4/23/22,0,1,0,1,1,0,0,0,1,0,2,34,0,0,3,3,0,0,0,3,2,0,0,0,0,0,0,1,7,1,0,3,0,1,0,1,1,0,1,0,0,0,0
4/24/22,0,0,0,2,0,0,1,0,1,0,10,28,0,0,1,4,0,0,0,3,1,0,2,0,0,1,0,0,5,0,0,5,0,0,0,2,0,0,1,0,0,0,0
4/25/22,0,0,0,0,1,1,0,0,0,0,5,31,0,1,4,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0
4/26/22,0,0,0,3,1,0,0,0,0,0,9,31,0,2,2,2,1,0,0,2,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0
4/27/22,1,0,0,1,0,0,2,0,0,0,5,31,0,0,1,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,1,0,0,0,0
4/28/22,0,0,0,1,1,0,1,0,0,0,6,26,0,0,5,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
