Date,Installed,Platform
7/13/22,"10,848.00",Nautilus
7/14/22,"10,843.00",Nautilus
7/15/22,"10,804.00",Nautilus
7/16/22,"10,836.00",Nautilus
7/17/22,"10,836.00",Nautilus
7/18/22,"10,909.00",Nautilus
7/19/22,"10,949.00",Nautilus
7/20/22,"10,930.00",Nautilus
7/21/22,"10,902.00",Nautilus
7/22/22,"10,847.00",Nautilus
7/23/22,"10,850.00",Nautilus
7/24/22,"10,895.00",Nautilus
7/25/22,"10,893.00",Nautilus
7/26/22,"10,849.00",Nautilus
7/27/22,"10,862.00",Nautilus
7/28/22,"10,855.00",Nautilus
7/29/22,"10,857.00",Nautilus
7/30/22,"10,918.00",Nautilus
7/31/22,"10,930.00",Nautilus
08/01/2022,"11,009.00",Nautilus
08/02/2022,"11,053.00",Nautilus
08/03/2022,"11,078.00",Nautilus
08/04/2022,"11,071.00",Nautilus
08/05/2022,"11,045.00",Nautilus
08/06/2022,"11,037.00",Nautilus
08/07/2022,"11,074.00",Nautilus
08/08/2022,"11,136.00",Nautilus
08/09/2022,"11,155.00",Nautilus
08/10/2022,"11,191.00",Nautilus
08/11/2022,"11,261.00",Nautilus
08/12/2022,"11,333.00",Nautilus
8/13/22,"11,430.00",Nautilus
8/14/22,"11,473.00",Nautilus
8/15/22,"11,541.00",Nautilus
8/16/22,"11,586.00",Nautilus
8/17/22,"11,636.00",Nautilus
8/18/22,"11,640.00",Nautilus
8/19/22,"11,629.00",Nautilus
8/20/22,"11,673.00",Nautilus
8/21/22,"11,775.00",Nautilus
8/22/22,"11,820.00",Nautilus
8/23/22,"11,871.00",Nautilus
8/24/22,"11,906.00",Nautilus
8/25/22,"11,904.00",Nautilus
8/26/22,"11,957.00",Nautilus
8/27/22,"12,109.00",Nautilus
8/28/22,"12,136.00",Nautilus
8/29/22,"12,220.00",Nautilus
8/30/22,"12,383.00",Nautilus
8/31/22,"12,469.00",Nautilus
09/01/2022,"12,647.00",Nautilus
09/02/2022,"12,747.00",Nautilus
09/03/2022,"13,012.00",Nautilus
09/04/2022,"13,345.00",Nautilus
09/05/2022,"13,681.00",Nautilus
09/06/2022,"13,951.00",Nautilus
09/07/2022,"14,042.00",Nautilus
09/08/2022,"14,105.00",Nautilus
09/09/2022,"14,154.00",Nautilus
09/10/2022,"14,216.00",Nautilus
09/11/2022,"14,289.00",Nautilus
09/12/2022,"14,385.00",Nautilus
9/13/22,"14,489.00",Nautilus
9/14/22,"14,646.00",Nautilus
9/15/22,"15,530.00",Nautilus
9/16/22,"15,769.00",Nautilus
9/17/22,"15,905.00",Nautilus
9/18/22,"16,068.00",Nautilus
9/19/22,"16,171.00",Nautilus
9/20/22,"16,216.00",Nautilus
9/21/22,"16,246.00",Nautilus
9/22/22,"16,329.00",Nautilus
9/23/22,"16,302.00",Nautilus
9/24/22,"16,283.00",Nautilus
9/25/22,"16,260.00",Nautilus
9/26/22,"16,284.00",Nautilus
9/27/22,"16,198.00",Nautilus
9/28/22,"16,181.00",Nautilus
9/29/22,"16,233.00",Nautilus
9/30/22,"16,212.00",Nautilus
10/01/2022,"16,229.00",Nautilus
10/02/2022,"16,260.00",Nautilus
10/03/2022,"16,292.00",Nautilus
10/04/2022,"16,308.00",Nautilus
10/05/2022,"16,306.00",Nautilus
10/06/2022,"16,290.00",Nautilus
10/07/2022,"16,243.00",Nautilus
10/08/2022,"16,252.00",Nautilus
10/09/2022,"16,302.00",Nautilus
10/10/2022,"16,365.00",Nautilus
10/11/2022,"16,344.00",Nautilus
10/12/2022,"16,392.00",Nautilus
10/13/22,"16,344.00",Nautilus
10/14/22,"16,337.00",Nautilus
10/15/22,"16,374.00",Nautilus
10/16/22,"16,311.00",Nautilus
10/17/22,"16,298.00",Nautilus
10/18/22,"16,397.00",Nautilus
10/19/22,"16,413.00",Nautilus
10/20/22,"16,376.00",Nautilus
10/21/22,"16,426.00",Nautilus
10/22/22,"16,471.00",Nautilus
10/23/22,"16,491.00",Nautilus
10/24/22,"16,490.00",Nautilus
10/25/22,"16,502.00",Nautilus
10/26/22,"16,481.00",Nautilus
10/27/22,"16,439.00",Nautilus
10/28/22,"16,387.00",Nautilus
10/29/22,"16,346.00",Nautilus
10/30/22,"16,345.00",Nautilus
10/31/22,"16,353.00",Nautilus
11/01/2022,"16,338.00",Nautilus
11/02/2022,"16,308.00",Nautilus
11/03/2022,"16,224.00",Nautilus
11/04/2022,"16,185.00",Nautilus
11/05/2022,"16,168.00",Nautilus
11/06/2022,"16,188.00",Nautilus
11/07/2022,"16,151.00",Nautilus
11/08/2022,"16,131.00",Nautilus
11/09/2022,"16,171.00",Nautilus
11/10/2022,"16,196.00",Nautilus
11/11/2022,"16,189.00",Nautilus
11/12/2022,"16,218.00",Nautilus
11/13/22,"16,218.00",Nautilus
11/14/22,"16,234.00",Nautilus
11/15/22,"16,251.00",Nautilus
11/16/22,"16,213.00",Nautilus
11/17/22,"16,186.00",Nautilus
11/18/22,"16,206.00",Nautilus
11/19/22,"16,222.00",Nautilus
11/20/22,"16,253.00",Nautilus
11/21/22,"16,241.00",Nautilus
11/22/22,"16,209.00",Nautilus
11/23/22,"16,280.00",Nautilus
11/24/22,"16,231.00",Nautilus
11/25/22,"16,171.00",Nautilus
11/26/22,"16,145.00",Nautilus
11/27/22,"16,166.00",Nautilus
11/28/22,"16,310.00",Nautilus
11/29/22,"16,348.00",Nautilus
11/30/22,"16,369.00",Nautilus
12/01/2022,"16,394.00",Nautilus
12/02/2022,"16,400.00",Nautilus
12/03/2022,"16,433.00",Nautilus
12/04/2022,"16,456.00",Nautilus
12/05/2022,"16,475.00",Nautilus
12/06/2022,"16,511.00",Nautilus
12/07/2022,"16,468.00",Nautilus
12/08/2022,"16,492.00",Nautilus
12/09/2022,"16,500.00",Nautilus
12/10/2022,"16,511.00",Nautilus
12/11/2022,"16,480.00",Nautilus
12/12/2022,"16,400.00",Nautilus
12/13/22,"16,409.00",Nautilus
12/14/22,"16,417.00",Nautilus
12/15/22,"16,388.00",Nautilus
12/16/22,"16,494.00",Nautilus
12/17/22,"16,527.00",Nautilus
12/18/22,"16,585.00",Nautilus
12/19/22,"16,606.00",Nautilus
12/20/22,"16,572.00",Nautilus
12/21/22,"16,537.00",Nautilus
12/22/22,"16,468.00",Nautilus
12/23/22,"16,370.00",Nautilus
12/24/22,"16,328.00",Nautilus
12/25/22,"16,289.00",Nautilus
12/26/22,"16,216.00",Nautilus
12/27/22,"16,145.00",Nautilus
12/28/22,"16,057.00",Nautilus
12/29/22,"15,899.00",Nautilus
12/30/22,"15,796.00",Nautilus
12/31/22,"15,775.00",Nautilus
01/01/2023,"15,816.00",Nautilus
01/02/2023,"15,984.00",Nautilus
01/03/2023,"16,151.00",Nautilus
01/04/2023,"16,236.00",Nautilus
01/05/2023,"16,339.00",Nautilus
01/06/2023,"16,394.00",Nautilus
01/07/2023,"16,514.00",Nautilus
01/08/2023,"16,642.00",Nautilus
01/09/2023,"16,812.00",Nautilus
01/10/2023,"16,929.00",Nautilus
01/11/2023,"16,986.00",Nautilus
01/12/2023,"17,045.00",Nautilus
1/13/23,"17,117.00",Nautilus
1/14/23,"17,163.00",Nautilus
1/15/23,"17,303.00",Nautilus
1/16/23,"17,351.00",Nautilus
1/17/23,"17,313.00",Nautilus
1/18/23,"17,368.00",Nautilus
1/19/23,"17,367.00",Nautilus
1/20/23,"17,310.00",Nautilus
1/21/23,"17,311.00",Nautilus
1/22/23,"17,338.00",Nautilus
1/23/23,"17,351.00",Nautilus
1/24/23,"17,312.00",Nautilus
1/25/23,"17,260.00",Nautilus
1/26/23,"17,251.00",Nautilus
1/27/23,"17,296.00",Nautilus
1/28/23,"17,302.00",Nautilus
1/29/23,"17,435.00",Nautilus
1/30/23,"17,559.00",Nautilus
1/31/23,"17,725.00",Nautilus
02/01/2023,"17,767.00",Nautilus
02/02/2023,"17,812.00",Nautilus
02/03/2023,"17,882.00",Nautilus
02/04/2023,"17,926.00",Nautilus
02/05/2023,"17,921.00",Nautilus
02/06/2023,"18,004.00",Nautilus
02/07/2023,"17,959.00",Nautilus
02/08/2023,"17,959.00",Nautilus
02/09/2023,"17,920.00",Nautilus
02/10/2023,"17,869.00",Nautilus
02/11/2023,"17,908.00",Nautilus
02/12/2023,"17,921.00",Nautilus
2/13/23,"17,946.00",Nautilus
2/14/23,"17,940.00",Nautilus
2/15/23,"18,056.00",Nautilus
2/16/23,"18,113.00",Nautilus
2/17/23,"18,131.00",Nautilus
2/18/23,"18,182.00",Nautilus
2/19/23,"18,228.00",Nautilus
2/20/23,"18,298.00",Nautilus
2/21/23,"18,255.00",Nautilus
2/22/23,"18,232.00",Nautilus
2/23/23,"18,190.00",Nautilus
2/24/23,"18,167.00",Nautilus
2/25/23,"18,287.00",Nautilus
2/26/23,"18,306.00",Nautilus
2/27/23,"18,363.00",Nautilus
2/28/23,"18,409.00",Nautilus
03/01/2023,"18,443.00",Nautilus
03/02/2023,"18,406.00",Nautilus
03/03/2023,"18,360.00",Nautilus
03/04/2023,"18,321.00",Nautilus
03/05/2023,"18,325.00",Nautilus
03/06/2023,"18,377.00",Nautilus
03/07/2023,"18,286.00",Nautilus
03/08/2023,"18,226.00",Nautilus
03/09/2023,"18,234.00",Nautilus
03/10/2023,"18,250.00",Nautilus
03/11/2023,"18,242.00",Nautilus
03/12/2023,"18,238.00",Nautilus
3/13/23,"18,301.00",Nautilus
3/14/23,"18,306.00",Nautilus
3/15/23,"18,316.00",Nautilus
3/16/23,"18,335.00",Nautilus
3/17/23,"18,383.00",Nautilus
3/18/23,"18,403.00",Nautilus
3/19/23,"18,450.00",Nautilus
3/20/23,"18,507.00",Nautilus
3/21/23,"18,526.00",Nautilus
3/22/23,"18,523.00",Nautilus
3/23/23,"18,567.00",Nautilus
3/24/23,"18,555.00",Nautilus
3/25/23,"18,586.00",Nautilus
3/26/23,"18,556.00",Nautilus
3/27/23,"18,609.00",Nautilus
3/28/23,"18,654.00",Nautilus
3/29/23,"18,714.00",Nautilus
3/30/23,"18,637.00",Nautilus
3/31/23,"18,654.00",Nautilus
04/01/2023,"18,703.00",Nautilus
04/02/2023,"18,755.00",Nautilus
04/03/2023,"18,805.00",Nautilus
04/04/2023,"18,805.00",Nautilus
04/05/2023,"18,806.00",Nautilus
04/06/2023,"18,776.00",Nautilus
04/07/2023,"18,713.00",Nautilus
04/08/2023,"18,707.00",Nautilus
04/09/2023,"18,622.00",Nautilus
04/10/2023,"18,509.00",Nautilus
04/11/2023,"18,595.00",Nautilus
04/12/2023,"18,632.00",Nautilus
4/13/23,"18,660.00",Nautilus
4/14/23,"18,645.00",Nautilus
4/15/23,"18,686.00",Nautilus
4/16/23,"18,787.00",Nautilus
4/17/23,"18,839.00",Nautilus
4/18/23,"18,924.00",Nautilus
4/19/23,"18,922.00",Nautilus
4/20/23,"18,916.00",Nautilus
4/21/23,"18,876.00",Nautilus
4/22/23,"18,827.00",Nautilus
4/23/23,"18,772.00",Nautilus
4/24/23,"18,722.00",Nautilus
4/25/23,"18,628.00",Nautilus
4/26/23,"18,587.00",Nautilus
4/27/23,"18,663.00",Nautilus
4/28/23,"18,585.00",Nautilus
4/29/23,"18,592.00",Nautilus
4/30/23,"18,571.00",Nautilus
05/01/2023,"18,573.00",Nautilus
05/02/2023,"18,580.00",Nautilus
05/03/2023,"18,513.00",Nautilus
05/04/2023,"18,536.00",Nautilus
05/05/2023,"18,612.00",Nautilus
05/06/2023,"18,663.00",Nautilus
05/07/2023,"18,654.00",Nautilus
05/08/2023,"18,677.00",Nautilus
05/09/2023,"18,709.00",Nautilus
05/10/2023,"18,676.00",Nautilus
05/11/2023,"18,619.00",Nautilus
05/12/2023,"18,546.00",Nautilus
5/13/23,"18,529.00",Nautilus
